title,quality,style,r18,play,composition,girl,girlAction,male,bgBase,bgTop,bgBottom,girlTop_c,girlBottom_c,girlUnder_c,girlAction_c,clothesStatus,上下フラグ,キャラヘッダフラグ,縦横比,clothesFlg,seed_id
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","","looking back,facing ahead,leaning forward,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","77"
"立バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,straight-on,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,penetrating,standing,hugging from behind","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","","looking at viewer,facing viewer,dripping semen,forsed orgasm,squirting,penetrated,crying,terror,sad,tear,embarrassed,heavy breath,","open clothes,pull up bra,","1","1","3","15","78"
"立バック(胸部フォーカス)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,upper body,torso focus,cropped head,head out of frame,neck down,from shoulders to waist,body focus,from front","focus on girl,girl focus,main subject girl,nipples","","completely nude man,standing,hugging from behind","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","","facing viewer,struggling,","open clothes,pull up bra,","3","1","3","15","79"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from front","focus on girl,girl focus,main subject girl,nipples","The chin is touching the floor,The body is facing the floor,top-down bottom-up.,the head put on the floor,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","Squinting,nipples,breasts,The chin is touching the floor,The body is facing the floor,top-down bottom-up.,the head put on the floor,ground grab,looking at viewer,facing down,character focus,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","80"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples","The chin is touching the floor,The body is facing the floor,top-down bottom-up.,the head put on the floor,sex from behind,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing ass,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","Squinting,nipples,breasts,The chin is touching the floor,The body is facing the floor,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the floor,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","2","1","1","16","81"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,sex from behind","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from above,dutch-angle","focus on girl,girl focus,main subject girl","The chin is touching the floor,The body is facing the floor,top-down bottom-up.,the head put on the floor,sex from behind,","completely nude man,pov,sex from behind,grabbing ass,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","Squinting,The chin is touching the floor,The body is facing the floor,looking ahead,facing down,character focus,top-down bottom-up.,the head put on the floor,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","","1","3","16","82"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,from side,character focus,","focus on girl,girl focus,main subject girl,nipples","leaning forward,all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","","1","1","16","83"
"バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,doggystyle,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,face focus,dutch-angle","focus on girl,girl focus,main subject girl,nipples","all fours,","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing waist,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","screaming,nipples,Squinting,looking down,facing below,crying,tear,sad,heavy breath,","open clothes,pull up bra,","1","1","1","16","84"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,cropped torso,face focus","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","breast press,Squinting,looking ahead,facing down,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","1","1","1","16","85"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,extreme close-up,portrait,head shot,face only,cropped face,upper body,focus on face,from front,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","breast press,Squinting,looking ahead,facing down,crying,tear,sad,heavy breath,screaming,","open clothes,pull up bra,","3","1","1","16","86"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,straight-on,upper body shot,cropped torso,face focus","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","breast press,Squinting,looking ahead,facing down,the head put on the floor,the chin put on the floor,crying,tear,sad,heavy breath","open clothes,pull up bra,","2","1","1","16","87"
"寝バック","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,prone bone,","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,side shot,side view,cropped torso,","focus on girl,girl focus,main subject girl,nipples","","completely nude man,simple man,no face,no detail man,no hair,sex from behind,grabbing shoulder","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","smooth stone bath edges,rising warm steam,surrounding autumn foliage,red and orange maple leaves,soft moonlight illuminating the scene","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","breast press,Squinting,looking ahead,facing down,the head put on the floor,screaming,crying,tear,sad,heavy breath,","open clothes,pull up bra,","2","1","1","16","88"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,imminent penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","3","1","3","16","89"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,imminent penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","3","1","3","16","90"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","","1","3","16","91"
"正常位","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","","1","3","16","92"
"正常位(目隠し)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,covering own eyes,","open clothes,pull up bra,","","1","3","16","93"
"正常位(目隠し)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,covering own eyes,","open clothes,pull up bra,","","1","3","16","94"
"正常位(口抑え)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,covering own mouth,","open clothes,pull up bra,","","1","3","16","95"
"正常位(口抑え)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from side,side shot,side view","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,(looking at viewer | looking away),(open eyes | closing eyes),the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,covering own mouth,","open clothes,pull up bra,","","1","3","16","96"
"正常位(腕掴み)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from\ above,","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabing wrist,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,screaming,brests press by arms from the side,both arms is being pulled straight down.,forsed orgasm,penetrated,","open clothes,pull up bra,","","1","3","16","97"
"足を閉じた正常位","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,missionary","girl focus,focus on girl,main subject,portrait,close-up,boy partially visible,dutch-angle,from front,feet out of frame","focus on girl,girl focus,main subject girl,nipples","legs together,legs up.closing legs,the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenis,grabbing thigh,penetration,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","the head on the floor,lying on back on the floor,tears,blush,screaming,Throw up one's hands,","open clothes,pull up bra,","","1","3","16","98"
"種付けプレス","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,mating press","girl focus,focus on girl,main subject,portrait,close-up,man partially visible,dutch-angle,feet out of frame","focus on girl,girl focus,main subject girl,nipples","v legs,the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,povpenetrating,grabing thigh from above,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","from between the legs,v legs,the head on the floor,lying on back on the floor,tears,terror,blush,screaming,looking another,Throw up one's hands,","open clothes,pull up bra,","","1","3","16","99"
"種付けプレス(頭の上から)","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,mating press","crotch focus,viewed from top of head,head near camera,body extending away from viewer,girl focus,focus on girl,main subject,portrait,close-up,man partially visible,dutch-angle,feet out of frame","focus on girl,girl focus,main subject girl,nipples","the head on the floor,lying on back on the floor,","completely nude man,simple man,no face,no detail man,no hair,penetrating,grabing thigh from above,","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","v legs,the head on the floor,lying on back on the floor,tears,terror,blush,screaming,(looking at viewer | looking up),(open eyes | closing eyes),facing up,Throw up one's hands,","open clothes,pull up bra,","2","1","3","16","100"
"正常位事後","masterpiece,best quality,very aesthetic,absurdres,high resolution","game cg,anime coloring,soft lighting,thin lines,pastel colors,depth of field","nsfw,mosaic censoring","1 girl,after sex","girl focus,focus on girl,main subject,portrait,close-up,dutch-angle,from above,pussy focus","focus on girl,girl focus,main subject girl,nipples,cowboy shot","m legs,dripped semen from pussylooking away,facing away,lying on back on the floor,tired,drool","","outdoor,onsen,natural hot spring pool,surrounding autumn foliage,","","hot spring poolside","no accessory,less accessory,white bath towel wrapped around body,secure towel fit,wet body,,",",","2","m legs,the head on the floor,lying on back on the floor,tears,blush,Throw up one's hands,","open clothes,pull up bra,","1","1","3","16","102"
